file,row_index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
124.data,14,ブリッツグレイモン,blitzgreymon,Blitzgreymon,BlitzGreymon,・Plasma Stake・Thunder Vernier・Elec Guard,Android,5,1,3,5900,5300,2000,41,24
124.data,15,バンチョーマメモン,banchomamemon,Banchomamemon,BanchoMamemon,・Golden Rush・Senbon Dokkan・Bukkomi Otokodama,Mutant,5,2,2,5800,4900,1900,47,30
124.data,16,しんもんざえモン,shinmonzaemon,Shinmonzaemon,ShinMonzaemon,・Nightmare Rain・Fantastic Smash・Sweetheart Attack,Puppet,5,3,1,6500,5100,1950,48,31
124.data,17,ドキモン,dokimon,Dokimon,Dokimon,・Static Shock,Slime,0,0,0,65535,65535,65535,65535,65535
124.data,18,ビビモン,bibimon,Bibimon,Bibimon,・Minimal Flash,Lesser,1,0,0,65535,65535,65535,65535,65535
124.data,19,パルスモン,pulsemon,Pulsemon,Pulsemon,・Electric Rush・Minor Impulse,Beast Man,2,3,1,4800,2700,1000,41,24
124.data,20,バルクモン,bulkmon,Bulkmon,Bulkmon,・Electrical Fist・Thunder Dread,Dragon Man,3,3,1,5200,3600,1300,41,24
124.data,21,バウトモン,boutmon,Boutmon,Boutmon,・Lightning Heel・Buden Blast・Storm of Blows,Beast Man,4,3,1,5230,4500,1600,43,26
124.data,22,カヅチモン,kazuchimon,Kazuchimon,Kazuchimon,・Nito Seirai・Shido Ittetsu・Shinden Shouraiko,Deity,5,3,1,6500,5000,1950,41,24
125.data,0,クリモン,curimon,Curimon,Curimon,・Foam,Slime,0,0,2,65535,65535,65535,65535,65535
125.data,1,グリモン,gurimon,Gurimon,Gurimon,・Prickly Attack,Lesser,1,0,2,65535,65535,65535,65535,65535
125.data,2,ガンマモン,gammamon,Gammamon,Gammamon,・Horn Attack・Breaclaw,Ceratopsian,2,1,2,4600,2970,1000,14,4
125.data,3,ベテルガンマモン,betelgammamon,Betelgammamon,BetelGammamon,・Sorblow・Sorshot,Dragon Man,3,3,0,5200,3600,1200,15,14
125.data,4,カウスガンマモン,kausgammamon,Kausgammamon,KausGammamon,・Urda Impulse・Lamberta Kick,Dragon Man,3,2,1,5100,3400,1250,8,8
125.data,5,ウェズンガンマモン,wezengammamon,Wezengammamon,WezenGammamon,・Sedna・Albion,Ceratopsian,3,2,3,4800,3500,1300,13,9
125.data,6,グルスガンマモン,gulusgammamon,Gulusgammamon,GulusGammamon,・Dark Pales・Desdemona・Dead End Skewer,Dragon Man,3,1,4,5300,3700,1250,20,5
125.data,7,カノーヴァイスモン,canoweissmon,Canoweissmon,Canoweissmon,・Gallia Fissure・Dragonia・Meteor Lux・Gran Nova,Sky Dragon,4,3,0,5600,4500,1550,10,17
125.data,8,フウマモン,fumamon,Fumamon,Fumamon,・Tsubakuro・Sharihotsu・Yomi-Modoshi,Android,4,2,2,5800,4500,1450,14,8
125.data,9,ギリードゥモン,ghilliedhumon,Ghilliedhumon,Ghilliedhumon,・True Sight・Core Snipe,Pixie,4,2,0,6000,3500,1610,23,2
125.data,10,ボマーモン,bombermon,Bombermon,Bombermon,・Combo Blast・Limit Explosion,Mutant,4,1,1,5100,4500,1600,32,19
125.data,11,ザンメツモン,zanmetsumon,Zanmetsumon,Zanmetsumon,・Goren-Danreizan・Goju-Rasendachi・Gokumon-Shibari,Beast Dragon,4,1,3,5800,4300,1550,20,8
125.data,12,レグルスモン,regulusmon,Regulusmon,Regulusmon,・Kalypso Bite・Iphigenia Pierce・Dead End Spike・Gran TrES,Evil Dragon,4,1,1,5700,4000,1610,11,3
125.data,13,シリウスモン,siriusmon,Siriusmon,Siriusmon,・Photon Blaster・Cosmic Sword・Quasar Break・Planet Punch,Shining Dragon,5,3,2,6200,5300,1900,12,4
125.data,14,キャノンドラモン,cannondramon,Cannondramon,Cannondramon,・Dyna Cannon・Grenade Storm,Android,5,2,3,6500,5700,1800,13,2
125.data,15,スピノモン,spinomon,Spinomon,Spinomon,・Sonic Slash Rain・Blue Prominence,Dinosaur,5,1,2,6450,4900,1850,24,1
125.data,16,アルクトゥルスモン,arcturusmon,Arcturusmon,Arcturusmon,・Black Death・Dark Confession,Dragon Man,5,1,1,6200,5200,2000,11,3
125.data,17,ボコモン,bokomon,Bokomon,Bokomon,・Wild Escape Dash,Mutant,2,3,1,4100,2800,1100,18,18
125.data,18,コエモン,koemon,Koemon,Monmon,・Mischievous Hoop・Baby Sling,Beast,2,1,0,4500,3000,1000,35,6
125.data,19,シールズドラモン,sealsdramon,Sealsdramon,Sealsdramon,・Death Behind・Scouter Monoeye,Android,3,1,1,5300,3500,1250,14,8
125.data,20,ヴァンデモン,vamdemon,Vamdemon,Myotismon,・Night Raid,Undead,4,1,2,5900,4800,1450,103,103
125.data,21,クズハモン,kuzuhamon,Kuzuhamon,Kuzuhamon,・Illuminator・Taizoukai Mandala,Deity,5,2,1,6300,5300,1900,11,3
125.data,22,プロキシマモン,proximamon,Proximamon,Proximamon,・Extinction Cloud・Light of Re-creation,Unique,5,1,2,6500,4900,2000,11,21
126.data,0,ピョンモン,pyonmon,Pyonmon,Pyonmon,・Earwhip,Slime,0,0,2,65535,65535,65535,65535,65535
126.data,1,ボサモン,bosamon,Bosamon,Bosamon,・Total Earful,Lesser,1,0,2,65535,65535,65535,65535,65535
126.data,2,アンゴラモン,angoramon,Angoramon,Angoramon,・Double Lariat・Petit Tornado・Pyon Dump,Beast,2,3,2,4600,3200,1000,33,12
126.data,3,ジンバーアンゴラモン,symbareangoramon,Symbareangoramon,SymbareAngoramon,・Jive・Render・Break-in Stream,Beast Man,3,3,2,5500,3500,1250,14,8
126.data,4,シーサモン,siesamon,Siesamon,Seasarmon,・Ancient Firewall・Tiida Iya,Holy Beast,3,3,2,5100,3200,1200,10,18
126.data,5,ドッグモン,dogmon,Dogmon,Doggymon,・Distem Howling・Ultra Snap,Puppet,3,2,1,4800,3700,1300,30,8
126.data,6,サングルゥモン,sangloupmon,Sangloupmon,Sangloupmon,・Sticker Blade・Black Mind,Dark Beast,3,1,4,5800,3000,1250,24,5
126.data,7,ラモールモン,lamortmon,Lamortmon,Lamortmon,・Kasaiso・Koha Batto・Fuga Rekkanjin・Gouon Kieizan,Beast,4,3,2,5800,4600,1550,20,8
126.data,8,ケルベロモン,cerberumon,Cerberumon,Cerberusmon,・Inferno Gate・Mad Dog Fire,Dark Beast,4,3,0,5700,4500,1500,29,0
126.data,9,ヒポグリフォモン,hippogriffomon,Hippogriffomon,HippoGryphonmon,・Heat Wave,Mythical Beast,4,2,0,6000,4200,1500,4,0
126.data,10,デジタマモン,digitamamon,Digitamamon,Digitamamon,・Enigma・Nightmare Syndrome,Perfect,4,2,4,5300,4200,1610,86,86
126.data,11,マタドゥルモン,matadrmon,Matadrmon,Matadormon,・Thousand Arrows・Bulldog・Earth-Shattering Stomp,Undead,4,1,2,6200,4600,1550,14,18
126.data,12,メフィスモン,mephismon,Mephismon,Mephistomon,・Black Sabbath・Death Cloud,Dark Angel,4,1,1,5800,4200,1610,29,11
126.data,13,ディルビットモン,diarbbitmon,Diarbbitmon,Diarbbitmon,・Truskmore Advance・Twin Spear Pursuit・Buck Rush,Beast Knight,5,3,2,6300,5300,2100,14,8
126.data,14,マルスモン,marsmon,Marsmon,Marsmon,・Corona Sanctions,Deity,5,3,1,6250,5200,1900,16,0
126.data,15,プルートモン,plutomon,Plutomon,Plutomon,・Haggard Cluster・Hell's Gate・Chaos Lights,Deity,5,1,2,6200,5000,2000,30,16
126.data,16,グランドラクモン,granddracumon,Granddracumon,GranDracmon,・Crystal Revolution・Eye of the Gorgon,Dark Beast,5,1,3,6400,6000,2000,22,5
126.data,17,ドラクモン,dracumon,Dracumon,Dracmon,・Eye of Nightmares・Undead Fang,Undead,2,1,1,4100,2800,1050,30,5
126.data,18,パブリモン,publimon,Publimon,Publimon,・Dual Presser・Playful Crash,Mutant,3,2,0,5200,3100,1250,33,4
126.data,19,フェレスモン,phelesmon,Phelesmon,Feresmon,・Black Statue・Demon's Shout,Dark Angel,4,1,4,6000,4200,1550,31,21
126.data,20,オウリアモン,oleamon,Oleamon,Oleamon,・Jameal・Leaf Shredder,Carnivorous Vegetation,4,1,1,5550,4800,1500,26,5
126.data,21,バステモン,bastemon,Bastemon,Bastemon,・Helter Skelter・Vampire Dance,Beast Man,4,1,2,5800,4600,1400,9,5
126.data,22,ピエモン,piemon,Piemon,Piedmon,・Trump Sword,Wizard,5,1,0,6700,5000,1950,122,122
127.data,0,プヨモン,puyomon,Puyomon,Puyomon,・Static Cloud,Slime,0,0,2,65535,65535,65535,65535,65535
127.data,1,プヨヨモン,puyoyomon,Puyoyomon,Puyoyomon,・Static Zone,Lesser,1,0,2,65535,65535,65535,65535,65535
127.data,2,ジェリーモン,jellymon,Jellymon,Jellymon,・Bibi Thunder・Bolt Knuckle・Spiral Kick,Mollusk,2,2,1,5200,2950,1000,2,13
127.data,3,イッカクモン,ikkakumon,Ikkakumon,Ikkakumon,・Harpoon Torpedo,Sea Beast,3,3,1,5500,3700,1250,112,112
127.data,4,トビウモン,tobiumon,Tobiumon,Tobiumon,・Suckerfish Darts・Flying Finish,Aquatic,3,3,0,5600,3600,1200,24,9
127.data,5,テスラジェリーモン,teslajellymon,Teslajellymon,TeslaJellymon,・Physalist・Punishment Nettle・Vortex Sprite,Mollusk,3,2,1,5800,3400,1200,2,13
127.data,6,カラツキヌメモン,karatukinumemon,Karatukinumemon,ShellNumemon,・Shell's Attack,Crustacean,3,1,3,4800,3000,1150,27,15
127.data,7,ズドモン,zudomon,Zudomon,Zudomon,・Vulcan's Hammer,Sea Beast,4,3,2,5300,4500,1610,99,99
127.data,8,マリンキメラモン,marinchimairamon,Marinchimairamon,MarineChimairamon,・Poseidon Vortex・Aqua Viper,Composite,4,3,1,5600,4000,1610,8,10
127.data,9,テティスモン,thetismon,Thetismon,Thetismon,・Biri Smasher・Hammer Thunder・Adue World・Dokutease,Aquatic Beast Man,4,2,1,6000,4200,1600,18,13
127.data,10,アノマロカリモン（X抗体）,anomalocarimon-x,Anomalocarimon-X,Scorpiomon (X Antibody),・Stinger Surprise,Ancient Crustacean,4,2,3,6200,4600,1500,30,10
127.data,11,ワルシードラモン,waruseadramon,Waruseadramon,WaruSeadramon,・Darkstrom・Evil Icicle・Strange Mist,Aquatic,4,1,2,5300,4300,1500,14,11
127.data,12,ブラックキングヌメモン,blackkingnumemon,Blackkingnumemon,BlackKingNumemon,・Dark Pupil・Poison Mucus,Mollusk,4,1,0,5100,3500,1400,26,3
127.data,13,ヴァイクモン,vikemon,Vikemon,Vikemon,・Arctic Blizzard・Mjolnir,Beast Man,5,4,4,5600,6000,2100,22,7
127.data,14,アンフィモン,amphimon,Amphimon,Amphimon,・Frozen Crystal・Aqua Blade・Thunder Break・Umbrella Defender,Android,5,2,0,6500,5200,2100,6,13
127.data,15,ギガシードラモン,gigaseadramon,Gigaseadramon,GigaSeadramon,・Giga Sea Destroyer・Sky Wave,Android,5,2,1,6200,5700,2000,10,2
127.data,16,プラチナヌメモン,platinumnumemon,Platinumnumemon,PlatinumNumemon,・Excrement・Platinum Excrement・Platinum Burp,Mutant,5,1,0,6300,4900,1800,27,15
127.data,17,コドクグモン,kodokugumon,Kodokugumon,KoDokugumon,・Poison Nails,Insectoid,2,1,2,4100,2800,1100,26,11
127.data,18,シャンブルモン,chamblemon,Chamblemon,Chamblemon,・Sweet Spore・Chamble Bomb,Vegetation,3,1,2,5100,3600,1200,32,19
127.data,19,キンカクモン,kinkakumon,Kinkakumon,Kinkakumon,・Kibakusou・Dokidokidokyun・Raikou Kishu,Demon,3,1,0,4800,3700,1300,8,13
127.data,20,マジラモン,majiramon,Majiramon,Majiramon,・Vedhaka,Holy Dragon,4,2,1,5600,4800,1500,14,18
127.data,21,トロピアモン,toropiamon,Toropiamon,Toropiamon,・Petally Carnage・Tropical Venom,Vegetation,4,1,0,5800,4200,1610,26,12
127.data,22,クティーラモン,cthyllamon,Cthyllamon,Cthyllamon,・Buccal Rush・Ocean Hell・Aqua Grinder,Pixie,5,1,0,6500,5000,2100,11,3
128.data,0,チコモン,chicomon,Chicomon,Chibomon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
128.data,1,チビモン,chibimon,Chibimon,DemiVeemon,・Hop Attack,Baby Dragon,1,0,2,65535,65535,65535,65616,65616
128.data,2,ブイモン,v-mon,Veemon,V-Mon,・Boom Boom Punch・Veemon Headbutt,Mini Dragon,2,4,1,4500,3500,900,87,87
128.data,3,エクスブイモン,xv-mon,Xv-Mon,ExVeemon,・Strong Crunch・Vee Laser,Mythical Dragon,3,4,1,5000,3500,1300,137,137
128.data,4,パイルドラモン,paildramon,Paildramon,Paildramon,・Sting Strike・Death Parade Blaster,Dragon Man,4,4,2,5500,4800,1450,139,139
128.data,5,インペリアルドラモン：ドラゴンモード,imperialdramondragonmode,Imperialdramon:Dragonmode,Imperialdramon: Dragon Mode,・Mega Death,Ancient Dragon,5,4,2,6800,4800,1950,129,129
128.data,6,リーフモン,leafmon,Leafmon,Leafmon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
128.data,7,ミノモン,minomon,Minomon,Minomon,・Pinecone,Larva,1,0,2,65535,65535,65535,65535,65535
128.data,8,ワームモン,wormmon,Wormmon,Wormmon,・Sticky Net・Silk Thread,Larva,2,4,1,3900,3000,1200,87,87
128.data,9,スティングモン,stingmon,Stingmon,Stingmon,・Spiking Strike,Insectoid,3,4,1,5100,3800,1200,112,112
128.data,10,ディノビーモン,dinobeemon,Dinobeemon,Dinobeemon,・Hell Masquerade,Mutant,4,4,2,5900,4900,1300,25,18
128.data,11,インペリアルドラモン：ファイターモード,imperialdramonfightermode,Imperialdramon:Fightermode,Imperialdramon: Fighter Mode,・Positron Laser・Giga Death,Ancient Dragon Man,5,4,0,6000,5800,2000,86,86
128.data,12,インペリアルドラモン：パラディンモード,imperialdramonpaladinmode,Imperialdramon:Paladinmode,Imperialdramon: Paladin Mode,・Omni Blade,Ancient Holy Knight,5,3,0,6400,5500,2200,138,138
129.data,0,プチモン,petitmon,Petitmon,Petitmon,・Hot Breath,Slime,0,0,2,65535,65535,65535,65535,65535
129.data,1,ベビドモン,babydmon,Babydmon,Bebydomon,・Hot Gas,Baby Dragon,1,0,2,65535,65535,65535,65535,65535
129.data,2,アグモン（２００６アニメ版）,agumon-2006,Agumon-2006,Agumon (2006 Anime Version),・Pepper Breath・Baby Burner,Dinosaur,2,3,2,4500,3300,1000,0,0
129.data,3,ドラコモン,dracomon,Dracomon,Dracomon,・Baby Breath・Tail Smash・Great Strike,Dragon,2,2,3,4800,3000,1000,81,92
129.data,4,ハックモン,huckmon,Huckmon,Huckmon,・Fifth Rush・Teen Ram・Pepper Breath,Mini Dragon,2,2,1,5200,2950,1000,24,4
129.data,5,ジオグレイモン,geogreymon,Geogreymon,GeoGreymon,・Mega Flame・Mega Burst・Horn Impulse,Dinosaur,3,3,2,3800,3600,1300,0,0
129.data,6,コアドラモン（青）,coredramon_b,Coredramon_B,Coredramon (Blue),・Blue Flare Breath・Strike Bomber・Great StrikeII,Dragon,3,3,1,5800,3300,1100,84,152
129.data,7,バオハックモン,baohuckmon,Baohuckmon,BaoHuckmon,・Fif Cross・Teen Blade・Blazing Flame・Dragless Spiker,Dinosaur,3,2,1,5600,3500,1300,24,4
129.data,8,コアドラモン（緑）,coredramon_g,Coredramon_G,Coredramon (Green),・Green Flare Breath・Strike Bomber・Great StrikeII,Dragon,3,1,3,3500,3600,1250,24,13
129.data,9,ライズグレイモン,rizegreymon,Rizegreymon,RizeGreymon,・Trident Revolver・Rising Destroyer・Solid Strike,Android,4,3,2,4000,4600,1550,10,17
129.data,10,ウイングドラモン,wingdramon,Wingdramon,Wingdramon,・Blaze Sonic Breath・Exploding Sonic Lance・Wing Blast,Sky Dragon,4,3,1,6200,4000,1500,146,146
129.data,11,セイバーハックモン,saviorhuckmon,Saviorhuckmon,SaviorHuckmon,・Ledge Stride・Meteor Flame・Trident Saber,Dragon Man,4,2,1,5800,4600,1600,14,8
129.data,12,グラウンドラモン,groundramon,Groundramon,Groundramon,・Scrapless Claw・Megaton Hammer Crush・Giga Crack,Earth Dragon,4,1,1,3800,4600,1580,24,6
129.data,13,シャイングレイモン,shinegreymon,Shinegreymon,ShineGreymon,・Glorious Burst・Shining Blast・GeoGrey Sword,Shining Dragon,5,3,2,4500,6000,2000,10,2
129.data,14,スレイヤードラモン,slayerdramon,Slayerdramon,Slayerdramon,・Tenryu Slash・Shoryu Slash・Koryu Slash,Dragon Man,5,3,1,6300,4800,1950,147,149
129.data,15,ジエスモン,jesmon,Jesmon,Jesmon,・Judgment of the Blade・Weltgeist・Aus Generics,Holy Knight,5,2,1,6000,5500,2000,12,8
129.data,16,ブレイクドラモン,breakdramon,Breakdramon,Breakdramon,・Destroyed Rush・Infinity Bowling・Gravity Crush,Machine Dragon,5,1,3,4000,6000,1980,7,6
129.data,17,エグザモン,examon,Examon,Examon,・Avalon's Gate・Pendragon's Glory・Dragonic Impact,Holy Knight,5,2,2,6700,5900,2100,153,154
129.data,18,シャイングレイモン：バーストモード,shinegreymonburstmode,Shinegreymon:Burstmode,ShineGreymon: Burst Mode,・Corona Blaze Sword・Final Shining Burst・Torrid Weiss,Shining Dragon,5,3,1,6000,6100,2100,4,0
129.data,19,ガムドラモン,gumdramon,Gumdramon,Gumdramon,・Ran-gum Break・Jacked Hammer・Fire Vortex,Mini Dragon,2,3,1,5300,3000,950,7,0
129.data,20,アレスタードラモン,arresterdramon,Arresterdramon,Arresterdramon,・Mach Flicker・Flog Shot・Spin Caliber・Spiral Shredder・Prism Garrett,Dragon,3,3,1,5700,3600,1250,16,8
129.data,21,アレスタードラモン：スペリオルモード,arresterdramon_superior,Arresterdramon_Superior,Arresterdramon: Superior Mode,・Blaze Spiker・Mach Flicker・Flog Shot・Spin Caliber・Spiral Shredder・Prism Garrett,Dragon,5,3,1,6100,4400,1550,16,0
129.data,22,マグナキッドモン,magnakidmon,Magnakidmon,MagnaKidmon,・Bind Red Trigger・Happy Bullet Showering・Chaos Triangular,Dragon Man,5,1,2,6300,5800,2000,23,9
130.data,0,エグザモン,examonx,Examon X,Examon X,・Avalon's Gate・Pendragon's Glory・Dragonic Impact,Holy Knight,5,2,2,9000,7000,3000,153,154
130.data,1,ワニャモン,wanyamon,Wanyamon,Wanyamon,・Smile Fang,Lesser,1,0,2,65535,65535,65535,65535,65535
130.data,2,ガオモン,gaomon,Gaomon,Gaomon,・Rolling Upper・Double Backhand・Gao Rush,Beast,2,2,1,5200,2850,1000,15,14
130.data,3,コロナモン,coronamon,Coronamon,Coronamon,・Corona-Knuckles・Corona Flame・Petit Prominence,Beast,2,3,2,4400,3100,1050,16,0
130.data,4,ルナモン,lunamon,Lunamon,Lunamon,・Luna Claw・Tearing Shot・Lop-Ear Ripple,Mammal,2,2,3,4800,2900,1000,36,20
130.data,5,ガオガモン,gaogamon,Gaogamon,Gaogamon,・Dash Double Claw・Gaoga Hound・Spiral Blow,Beast,3,2,1,6500,3400,1200,24,10
130.data,6,ファイラモン,firamon,Firamon,Firamon,・Flame Dive・Fira Claw・Fira Bomb,Beast,3,3,2,5000,3700,1310,24,0
130.data,7,レキスモン,lekismon,Lekismon,Lekismon,・Moon Night Bomb・Tear Arrow・Moon Night Kick,Beast Man,3,2,3,5500,3600,1100,36,7
130.data,8,レオモン,leomon,Leomon,Leomon,・Fist of the Beast King,Beast Man,3,3,0,5000,3300,1100,93,93
130.data,9,マッハガオガモン,machgaogamon,Machgaogamon,MachGaogamon,・Gaoga Tornado・Winning Knuckle・Howling Cannon,Android,4,2,1,8000,3100,1500,18,14
130.data,10,フレアモン,flaremon,Flaremon,Flaremon,・Crimson Wave of the Beast King・Crimson Lion Dance・Purifying Howl,Beast Man,4,3,1,5300,4400,1600,16,2
130.data,11,クレシェモン,crescemon,Crescemon,Crescemon,・Lunatic Dance・Ice Archery・Dark Archery,Wizard,4,2,1,7500,4400,1450,14,8
130.data,12,グラップレオモン,grappuleomon,Grappuleomon,GrapLeomon,・The King of Fists・Cyclonic Kick,Beast Man,4,3,1,5700,4300,1550,18,12
130.data,13,ミラージュガオガモン,miragegaogamon,Miragegaogamon,MirageGaogamon,・Double Crescent Mirage・Full Moon Blaster・Gale Claw,Beast Knight,5,2,0,6000,4150,2050,12,10
130.data,14,アポロモン,apollomon,Apollomon,Apollomon,・Sol Blaster・Phoebus Blow・Arrow of Apollo,Deity,5,3,2,5800,6000,2100,16,0
130.data,15,ディアナモン,dianamon,Dianamon,Dianamon,・Crescent Harken・Arrow of Artemis・Good Night Moon,Deity,5,2,3,6400,5800,1800,14,7
130.data,16,ヘヴィーレオモン,heavyleomon,Heavyleomon,HeavyLeomon,・Barrage Sweeper・Resting Burner・Sonic Excavator,Machine,5,3,1,3200,6100,2050,23,0
130.data,17,グレイスノヴァモン,gracenovamon,Gracenovamon,GraceNovamon,・Eclipse Finger・Calydon Arcus,Galaxy,5,3,2,5000,6500,2100,10,2
130.data,18,ミラージュガオガモン：バーストモード,miragegaogamon:burstmode,Miragegaogamon:Burstmode,MirageGaogamon: Burst Mode,・Full Moon Meteor Impact・Final Mirage Burst・Luna Hook Slasher,Beast Knight,5,2,0,6800,5800,2100,12,2
130.data,19,ファスコモン,phascomon,Phascomon,Phascomon,・Evil Snore・Eucalyptus Claw,Dark Beast,2,1,4,4100,3800,1000,24,8
130.data,20,マッドレオモン,madleomon,Madleomon,MadLeomon,・Beast Blaster・Poison Claw,Undead,3,1,3,5500,3400,1300,20,5
130.data,21,アスタモン,astamon,Astamon,Astamon,・Mad Dog Fire・Maverick,Wizard,4,1,1,6200,4100,1500,23,21
130.data,22,ベルフェモン：レイジモード,belphemonragemode,Belphemon:Ragemode,Belphemon: Rage Mode,・Lampranthus・Gift of Darkness,Evil King,5,1,4,5600,6000,2100,20,21
131.data,0,フサモン,fusamon,Fusamon,Fusamon,・Puppy Noise,Slime,0,0,1,65535,65535,65535,65535,65535
131.data,1,バウモン,bowmon,Bowmon,Bowmon,・Puppy Spark,Lesser,1,0,1,65535,65535,65535,65535,65535
131.data,2,ルガモン,loogamon,Loogamon,Loogamon,・Howling Fire・Spiral Bite,Dark Beast,2,1,1,5000,2800,1100,0,0
131.data,3,エリスモン,herissmon,Herissmon,Herissmon,・Lightning Fur・Needle-Point Dive,Mammal,2,2,2,4600,3000,1000,10,4
131.data,4,ルガルモン,loogarmon,Loogarmon,Loogarmon,・Howling Burner・Flame Blow,Dark Beast,3,1,1,5400,3300,1300,4,0
131.data,5,フィルモン,filmon,Filmon,Filmon,・Lightning Stinger・Crimson Slash,Beast Man,3,2,2,5200,3600,1200,24,4
131.data,6,ティラノモン,tyranomon,Tyranomon,Tyrannomon,・Fire Breath,Dinosaur,3,2,2,5000,3700,1200,107,107
131.data,7,ダメモン,damemon,Damemon,Damemon,・Buzzing Fist・Gun Vulcan・Boo-st Attack,Mutant,3,1,4,4800,3300,1150,23,15
131.data,8,ソルガルモン,soloogarmon,Soloogarmon,Soloogarmon,・Prominence Laser・Eruption Howling・Skoll Rage,Dark Beast,4,1,1,6200,4300,1550,4,0
131.data,9,スティフィルモン,stiffilmon,Stiffilmon,Stefilmon,・Giga Crimson Dive・Vermilion Vortex,Beast Man,4,2,2,5600,4600,1500,24,4
131.data,10,ヘルガルモン,helloogarmon,Helloogarmon,Helloogarmon,・Howling Burst・Inferno Claw・Hati Embrace,Dark Beast,4,1,3,4800,4000,1600,4,0
131.data,11,アンドロモン,andromon,Andromon,Andromon,・Gatling Missile・Spiral Sword,Android,4,3,3,5000,3900,1450,91,91
131.data,12,マスターティラノモン,mastertyranomon,Mastertyranomon,MasterTyrannomon,・Master Fire,Dinosaur,4,3,2,4900,4200,1500,4,0
131.data,13,フェンリルガモン,fenriloogamon,Fenriloogamon,Fenriloogamon,・Ragnarok Howling・Jotunheimr Gale・Hrodvitnir,Dark Beast,5,1,1,6800,5500,2100,5,1
131.data,14,ラセンモン,rasenmon,Rasenmon,Rasenmon,・Gyro Smash・Qualialise Blast・Spiral Vanish,Beast Man,5,2,2,6000,6000,1900,33,4
131.data,15,ラセンモン：激昂モード,rasenmon_f,Rasenmon:Fury Mode,Rasenmon: Fury Mode,・Desperate Vortex・Predator's Bite・Spiral Hell,Mysterious Beast,5,2,3,5800,5800,2000,30,11
131.data,16,ハイアンドロモン,hiandromon,Hiandromon,HiAndromon,・Atomic Ray,Android,5,3,3,5100,5200,1850,11,16
131.data,17,ラストティラノモン,rusttyranomon,Rusttyranomon,RustTyrannomon,・Terrors Cluster・Rust Breath,Android,5,1,2,5000,5500,1900,10,0
131.data,18,フェンリルガモン：建御雷神(タケミカヅチ),fenriloogamon_takemikazuchi,Fenriloogamon:Takemikazuchi,Fenriloogamon: Takemikazuchi,・Ultimate War Blade Takemikazuchi・Ultimate Dancing Sword Takemikazuchi,Dark Beast,5,1,1,7000,6100,2150,12,8
131.data,19,ベムモン,bemmon,Vemmon,Vemmon,・Messer Claw・Fusionize,Unidentified,2,5,2,5000,2900,1050,20,5
131.data,20,スナッチモン,snatchmon,Snatchmon,Snatchmon,・Ruin Laser・Tooth Spear・Fusionize,Unidentified,3,5,2,5300,3400,1250,20,5
131.data,21,デストロモン,destromon,Destromon,Destromon,・Triple Cannon Shot・Juggernaut Blast・Long-Range Buster Cannon・Fusionize,Unidentified,4,5,2,5700,4300,1500,13,9
131.data,22,ラグナモン,ragnamon,Ragnamon,Galacticmon,・Ragnarok Cannon・Gimlet Gun・Space Laser・Shuttle Scissors・Satellite Buster・Fusionize,Unidentified,5,5,2,5600,6000,2100,11,3
132.data,0,ニョキモン,nyokimon,Nyokimon,Nyokimon,・Seed Cracker,Seed,0,0,2,65535,65535,65535,65535,65535
132.data,1,ピョコモン,pyocomon,Pyocomon,Yokomon,・Soap Flower,Bulb,1,0,2,65535,65535,65535,65616,65616
132.data,2,ピヨモン,piyomon,Piyomon,Biyomon,・Spiral Twister,Baby Bird,2,3,2,4600,2900,1000,116,116
132.data,3,ルクスモン,luxmon,Luxmon,Luxmon,・Tiny Knuckle・Cloud Barrier,Angel,2,3,1,5100,2950,1050,10,2
132.data,4,ファルコモン（２００６アニメ版）,falcomon-2006,Falcomon-2006,Falcomon (2006 Anime Version),・Scratch Smash・Ninja Blade・Firecracker Smokescreen,Bird,2,3,3,4500,2800,1000,24,19
132.data,5,バードラモン,birdramon,Birdramon,Birdramon,・Meteor Wing,Giant Bird,3,3,1,5500,3500,1200,108,108
132.data,6,ピッドモン,pidmon,Pidmon,Piddomon,・Fire Phaser・Pid Speed,Angel,3,3,1,5300,3700,1250,0,8
132.data,7,ペックモン,peckmon,Peckmon,Peckmon,・Spiral Claw・Kunai Wing・Thousand Beaks,Bird,3,3,3,5400,3400,1150,24,4
132.data,8,シーチューモン,xiquemon,Xiquemon,Xiquemon,・Splash Thrash・Mortar Morsel・Ice Vice,Bird,3,3,1,5100,3600,1200,8,1
132.data,9,ガルダモン,garudamon,Garudamon,Garudamon,・Shadow Wing,Bird Man,4,3,2,5900,4200,1450,83,83
132.data,10,アルケーエンジェモン,arkhaiangemon,Arkhaiangemon,ArkhaiAngemon,・Saint Legion・Heaven's Flame・Brave Aura,Principality,4,3,1,6100,4250,1400,4,0
132.data,11,ヤタガラモン（2006年アニメ版）,yatagaramon,Yatagaramon,Crowmon (2006 Anime Version),・Savage Emperor・Haguro,Mysterious Bird,4,3,3,6200,3900,1400,20,16
132.data,12,ファンクンモン,huankunmon,Huankunmon,Huankunmon,・Lonely Bubble・Ice Crash・Tidal Vortex,Aquatic,4,3,1,5400,4500,1550,36,7
